suggerisco suggerisci suggerisce suggeriamo suggerite suggeriscono 
meno meni mena meniamo menate menano 
buco buchi buca buchiamo bucate bucano 
posso puoi può possiamo potete possono 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
meno meni mena meniamo menate menano 
grullo grulli grulla grulliamo grullate grullano 
coperto coperti coperta copertiamo copertate copertano 
tendo tendi tende tendiamo tendete tendono 
lascio lasci lascia lasciamo lasciate lasciano 
sono sei è siamo siete sono 
voglio vuoi vuole vogliamo volete vogliono 
salino salini salina saliniamo salinate salinano 
lastro lastri lastra lastriamo lastrate lastrano 
pezzo pezzi pezza pezziamo pezzate pezzano 
coperto coperti coperta copertiamo copertate copertano 
sono sei è siamo siete sono 
arrivo arrivi arriva arriviamo arrivate arrivano 
mammo mammi mamma mammiamo mammate mammano 
lavo lavi lava laviamo lavate lavano 
piatto piatti piatta piattiamo piattate piattano 
butto butti butta buttiamo buttate buttano 
padello padelli padella padelliamo padellate padellano 
tremo tremi trema tremiamo tremate tremano 
posso puoi può possiamo possete possono 
sano sani sana saniamo sanate sanano 
vado vai va andiamo andate vanno 
faccio fai fa faciamo facete facciono 
moro mori mora moriamo morate morano 
pauro pauri paura pauriamo paurate paurano 
giorno giorni giorna giorniamo giornate giornano 
dò dai da diamo date danno 
volto volti volta voltiamo voltate voltano 
prendo prendi prende prendiamo prendete prendono 
tindalizzo tindalizzi tindalizza tindalizziamo tindalizzate tindalizzano 
dò dai da diamo date danno 
parto parti parte partiamo partite partono 
cucino cucini cucina cuciniamo cucinate cucinano 
como comi come comiamo comete comono 
tavolo tavoli tavola tavoliamo tavolate tavolano 
guardo guardi guarda guardiamo guardate guardano 
scappo scappi scappa scappiamo scappate scappano 
sono sei è siamo siete sono 
passo passi passa passiamo passate passano 
scavalco scavalchi scavalca scavalchiamo scavalcate scavalcano 
sono sei è siamo siete sono 
scivolo scivoli scivola scivoliamo scivolate scivolano 
pavimento pavimenti pavimenta pavimentiamo pavimentate pavimentano 
sono sei è siamo siete sono 
nascondo nascondi nasconde nascondiamo nascondete nascondono 
lego legi lege legiamo legete legono 
picco picchi picca picchiamo piccate piccano 
picchio picchi picchia picchiamo picchiate picchiano 
esco esci esce esciamo escite escono 
dò dai da diamo date danno 
solo soli sola soliamo solate solano 
prendo prendi prende prendiamo prendete prendono 
meno meni mena meniamo menate menano 
esco esci esce esciamo escite escono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
attacco attacchi attacca attacchiamo attaccate attaccano 
lego legi lege legiamo legete legono 
mango mani mane maniamo manete mangono 
dò dai da diamo date danno 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
sono sei è siamo siete sono 
zampo zampi zampa zampiamo zampate zampano 
ferro ferri ferra ferriamo ferrate ferrano 
scivolo scivoli scivola scivoliamo scivolate scivolano 
mollo molli molla molliamo mollate mollano 
sono sei è siamo siete sono 
ritrovo ritrovi ritrova ritroviamo ritrovate ritrovano 
provo provi prova proviamo provate provano 
lego legi lege legiamo legete legono 
dò dai da diamo date danno 
scampo scampi scampa scampiamo scampate scampano 
tiro tiri tira tiriamo tirate tirano 
metto metti mette mettiamo mettete mettono 
sono sei è siamo siete sono 
prego preghi prega preghiamo pregate pregano 
sono sei è siamo siete sono 
stendo stendi stende stendiamo stendete stendono 
belo beli bela beliamo belate belano 
como comi come comiamo comete comono 
sono sei è siamo siete sono 
indietro indietri indietra indietriamo indietrate indietrano 
comincio cominci comincia cominciamo cominciate cominciano 
mango mani mane maniamo manete mangono 
pesanto pesanti pesanta pesantiamo pesantate pesantano 
sono sei è siamo siete sono 
lento lenti lenta lentiamo lentate lentano 
precido precidi precide precidiamo precidete precidono 
faccio fai fa faciamo facete facciono 
como comi come comiamo comete comono 
tappeto tappeti tappeta tappetiamo tappetate tappetano 
cerco cerchi cerca cerchiamo cercate cercano 
fò fai fa facciamo fate fanno 
moro mori mora moriamo morate morano 
vado vai va andiamo andate vanno 
giorno giorni giorna giorniamo giornate giornano 
penso pensi pensa pensiamo pensate pensano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
eccerpisco eccerpisci eccerpisce eccerpiamo eccerpite eccerpiscono 
figlio figli figlia figliamo figliate figliano 
urlo urli urla urliamo urlate urlano 
prego preghi prega preghiamo pregate pregano 
prego preghi prega preghiamo pregate pregano 
mammo mammi mamma mammiamo mammate mammano 
radio radii radia radiamo radiate radiano 
canto canti canta cantiamo cantate cantano 
delizio delizi delizia deliziamo deliziate deliziano 
ricordo ricordi ricorda ricordiamo ricordate ricordano 
como comi come comiamo comete comono 
sono sei è siamo siete sono 
vito viti vita vitiamo vitate vitano 
sono sei è siamo siete sono 
riveggo rivedi rivede rivediamo rivedete rivedono 
sdrucinare sdrucire sdrumare sdrusciare sdruscire sdubbiare 
composto composti composta compostiamo compostate compostano 
faccio fai fa faciamo facete facciono 
chiedo chiedi chiede chiediamo chiedete chiedono 
seggo siedi siede sediamo sedete seggono 
tiro tiri tira tiriamo tirate tirano 
sasso sassi sassa sassiamo sassate sassano 
butto butti butta buttiamo buttate buttano 
grano grani grana graniamo granate granano 
colpisco colpisci colpisce colpiamo colpite colpiscono 
fondo fondi fonda fondiamo fondate fondano 
strado stradi strada stradiamo stradate stradano 
gi(u)oco gi(u)ochi gi(u)oca giochiamo giocate gi(u)ocano 
giornato giornati giornata giornatiamo giornatate giornatano 
sono sei è siamo siete sono 
stato stati stata statiamo statate statano 
ventoso ventosi ventosa ventosiamo ventosate ventosano 
oro ori ora oriamo orate orano 
campo campi campa campiamo campate campano 
sono sei è siamo siete sono 
lancio lanci lancia lanciamo lanciate lanciano 
lontano lontani lontana lontaniamo lontanate lontanano 
so sai sa sappiamo sapete sanno 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
posso puoi può possiamo possete possono 
anagrammatizzo anagrammatizzi anagrammatizza anagrammatizziamo anagrammatizzate anagrammatizzano 
faccio fai fa faciamo facete facciono 
picchio picchi picchia picchiamo picchiate picchiano 
torno torni torna torniamo tornate tornano 
tardo tardi tarda tardiamo tardate tardano 
picchio picchi picchia picchiamo picchiate picchiano 
lancio lanci lancia lanciamo lanciate lanciano 
colpisco colpisci colpisce colpiamo colpite colpiscono 
scosso scossi scossa scossiamo scossate scossano 
testo testi testa testiamo testate testano 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
posso puoi può possiamo possete possono 
corno corni corna corniamo cornate cornano 
bicicletto bicicletti bicicletta biciclettiamo biciclettate biciclettano 
sono sei è siamo siete sono 
metto metti mette mettiamo mettete mettono 
ridanzo ridanzi ridanza ridanziamo ridanzate ridanzano 
raccolgo raccogli raccoglie raccogliamo raccogliete raccolgono 
sasso sassi sassa sassiamo sassate sassano 
scaglio scagli scaglia scagliamo scagliate scagliano 
giro giri gira giriamo girate girano 
prendo prendi prende prendiamo prendete prendono 
giuro giuri giura giuriamo giurate giurano 
volto volti volta voltiamo voltate voltano 
devo devi deve dobbiamo dovete debbono 
premedito premediti premedita premeditiamo premeditate premeditano 
sono sei è siamo siete sono 
arrivo arrivi arriva arriviamo arrivate arrivano 
sono sei è siamo siete sono 
appeno appeni appena appeniamo appenate appenano 
parto parti parte partiamo partite partono 
sono sei è siamo siete sono 
corno corni corna corniamo cornate cornano 
raggiungo raggiugni raggiugne raggiugniamo raggiugnete raggiungono 
comincio cominci comincia cominciamo cominciate cominciano 
dacquo dacqui dacqua dacquiamo dacquate dacquano 
pugno pugni pugna pugniamo pugnate pugnano 
sono sei è siamo siete sono 
metto metti mette mettiamo mettete mettono 
corno corni corna corniamo cornate cornano 
muoio muori muore moriamo morite muoiono 
detto detti detta dettiamo dettate dettano 
ricordo ricordi ricorda ricordiamo ricordate ricordano 
racconto racconti racconta raccontiamo raccontate raccontano 
storio stori storia storiamo storiate storiano 
miracolo miracoli miracola miracoliamo miracolate miracolano 
sono sei è siamo siete sono 
risorgo risorgi risorge risorgiamo risorgete risorgono 
so sai sa sappiamo sapete sanno 
penso pensi pensa pensiamo pensate pensano 
penso pensi pensa pensiamo pensate pensano 
ammalo ammali ammala ammaliamo ammalate ammalano 
como comi come comiamo comete comono 
faccio fai fa faciamo facete facciono 
calogno calogni calogna calogniamo calognate calognano 
moro mori more moriamo morete morono 
sono sei è siamo siete sono 
ricordo ricordi ricorda ricordiamo ricordate ricordano 
trovo trovi trova troviamo trovate trovano 
duro duri dura duriamo durate durano 
tifo tifi tifa tifiamo tifate tifano 
prendo prendi prende prendiamo prendete prendono 
miro miri mira miriamo mirate mirano 
vicino vicini vicina viciniamo vicinate vicinano 
ricordo ricordi ricorda ricordiamo ricordate ricordano 
ricordo ricordi ricorda ricordiamo ricordate ricordano 
spezzo spezzi spezza spezziamo spezzate spezzano 
sono sei è siamo siete sono 
moro mori more moriamo morete morono 
risveglio risvegli risveglia risvegliamo risvegliate risvegliano 
cammino cammini cammina camminiamo camminate camminano 
proprio propri propria propriamo propriate propriano 
divento diventi diventa diventiamo diventate diventano 
sono sei è siamo siete sono 
marcisco marcisci marcisce marciamo marcite marciscono 
credo credi crede crediamo credete credono 
posso puoi può possiamo possete possono 
riammiro riammiri riammira riammiriamo riammirate riammirano 
moro mori more moriamo morete morono 
solo soli sola soliamo solate solano 
posso puoi può possiamo possete possono 
rit(u)ono rit(u)oni rit(u)ona rit(u)oniamo rit(u)onate rit(u)onano 
sono sei è siamo siete sono 
gratto gratti gratta grattiamo grattate grattano 
testo testi testa testiamo testate testano 
so sai sa sappiamo sapete sanno 
storio stori storia storiamo storiate storiano 
volto volti volta voltiamo voltate voltano 
figlio figli figlia figliamo figliate figliano 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
investo investi investe investiamo investite investono 
dò dai da diamo date danno 
macchino macchini macchina macchiniamo macchinate macchinano 
sono sei è siamo siete sono 
moro mori more moriamo morete morono 
maciullo maciulli maciulla maciulliamo maciullate maciullano 
riesco riesci riesce riusciamo riuscite riescono 
vitaminizzo vitaminizzi vitaminizza vitaminizziamo vitaminizzate vitaminizzano 
sto stai sta stiamo state stanno 
piango piangi piange piangiamo piangete piangono 
sono sei è siamo siete sono 
vado vai va andiamo andate vanno 
dò dai da diamo date danno 
mago maghi maga maghiamo magate magano 
dò dai da diamo date danno 
soldo soldi solda soldiamo soldate soldano 
figlio figli figlia figliamo figliate figliano 
mago maghi maga maghiamo magate magano 
aspetto aspetti aspetta aspettiamo aspettate aspettano 
torno torni torna torniamo tornate tornano 
sono sei è siamo siete sono 
metto metti mette mettiamo mettete mettono 
ascendo ascendi ascende ascendiamo ascendete ascendono 
vado vai va andiamo andate vanno 
lego legi lege legiamo legete legono 
sto stai sta stiamo state stanno 
addormento addormenti addormenta addormentiamo addormentate addormentano 
sento senti sente sentiamo sentite sentono 
passo passi passa passiamo passate passano 
cucino cucini cucina cuciniamo cucinate cucinano 
sono sei è siamo siete sono 
alzo alzi alza alziamo alzate alzano 
figlio figli figlia figliamo figliate figliano 
sono sei è siamo siete sono 
maciullo maciulli maciulla maciulliamo maciullate maciullano 
colo coli cola coliamo colate colano 
dico dici dice diciamo dicete dicono 
lascio lasci lascia lasciamo lasciate lasciano 
strado stradi strada stradiamo stradate stradano 
anagrammatizzo anagrammatizzi anagrammatizza anagrammatizziamo anagrammatizzate anagrammatizzano 
sono sei è siamo siete sono 
colpo colpi colpa colpiamo colpate colpano 
sono sei è siamo siete sono 
moro mori more moriamo morete morono 
prendo prendi prende prendiamo prendete prendono 
dò dai da diamo date danno 
faccio fai fa faciamo facete facciono 
lancio lanci lancia lanciamo lanciate lanciano 
faccio fai fa faciamo facete facciono 
centro centri centra centriamo centrate centrano 
sono sei è siamo siete sono 
piego pieghi piega pieghiamo piegate piegano 
censuro censuri censura censuriamo censurate censurano 
sasso sassi sassa sassiamo sassate sassano 
faccio fai fa faciamo facete facciono 
secondo secondi seconda secondiamo secondate secondano 
sono sei è siamo siete sono 
storio stori storia storiamo storiate storiano 
secondo secondi seconda secondiamo secondate secondano 
sono sei è siamo siete sono 
sveglio svegli sveglia svegliamo svegliate svegliano 
scappo scappi scappa scappiamo scappate scappano 
pipisco pipisci pipisce pipiamo pipite pipiscono 
sono sei è siamo siete sono 
torno torni torna torniamo tornate tornano 
sento senti sente sentiamo sentite sentono 
cucino cucini cucina cuciniamo cucinate cucinano 
interrompo interrompi interrompe interrompiamo interrompete interrompono 
insulto insulti insulta insultiamo insultate insultano 
sono sei è siamo siete sono 
arrabbio arrabbi arrabbia arrabbiamo arrabbiate arrabbiano 
sono sei è siamo siete sono 
vado vai va andiamo andate vanno 
donneggio donneggi donneggia donneggiamo donneggiate donneggiano 
subisco subisci subisce subiamo subite subiscono 
dopo dopi dopa dopiamo dopate dopano 
ceno ceni cena ceniamo cenate cenano 
ronzo ronzi ronza ronziamo ronzate ronzano 
intorno intorni intorna intorniamo intornate intornano 
mammo mammi mamma mammiamo mammate mammano 
como comi come comiamo comete comono 
pentire penuriare penzigliare penzolare pepare peptizzare 
sono sei è siamo siete sono 
metto metti mette mettiamo mettete mettono 
pedalo pedali pedala pedaliamo pedalate pedalano 
tengo tieni tiene teniamo tenete tengono 
muso musi musa musiamo musate musano 
ceno ceni cena ceniamo cenate cenano 
piatto piatti piatta piattiamo piattate piattano 
noio noi noia noiamo noiate noiano 
mangio mangi mangia mangiamo mangiate mangiano 
giro giri gira giriamo girate girano 
cucino cucini cucina cuciniamo cucinate cucinano 
guardo guardi guarda guardiamo guardate guardano 
strado stradi strada stradiamo stradate stradano 
dormo dormi dorme dormiamo dormite dormono 
sono sei è siamo siete sono 
inginocchio inginocchi inginocchia inginocchiamo inginocchiate inginocchiano 
lego legi lege legiamo legete legono 
affaccio affacci affaccia affacciamo affacciate affacciano 
sono sei è siamo siete sono 
posteggio posteggi posteggia posteggiamo posteggiate posteggiano 
muso musi musa musiamo musate musano 
argento argenti argenta argentiamo argentate argentano 
macchino macchini macchina macchiniamo macchinate macchinano 
scappo scappi scappa scappiamo scappate scappano 
raffronto raffronti raffronta raffrontiamo raffrontate raffrontano 
bagno bagni bagna bagniamo bagnate bagnano 
devo devi deve dobbiamo dovete debbono 
cucino cucini cucina cuciniamo cucinate cucinano 
vergogno vergogni vergogna vergogniamo vergognate vergognano 
sto stai sta stiamo state stanno 
faccio fai fa faciamo facete facciono 
addosso addossi addossa addossiamo addossate addossano 
sono sei è siamo siete sono 
alzo alzi alza alziamo alzate alzano 
sono sei è siamo siete sono 
avvicino avvicini avvicina avviciniamo avvicinate avvicinano 
porto porti porta portiamo portate portano 
afferro afferri afferra afferriamo afferrate afferrano 
conto conti conta contiamo contate contano 
sono sei è siamo siete sono 
apro apri apre apriamo aprite aprono 
seggo siedi siede sediamo sedete seggono 
tavolo tavoli tavola tavoliamo tavolate tavolano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
esprobro esprobri esprobra esprobriamo esprobrate esprobrano 
occo occhi occa occhiamo occate occano 
tavolo tavoli tavola tavoliamo tavolate tavolano 
sono sei è siamo siete sono 
coperto coperti coperta copertiamo copertate copertano 
giro giri gira giriamo girate girano 
servo servi serve serviamo servite servono 
sono sei è siamo siete sono 
accendo accendi accende accendiamo accendete accendono 
preparo prepari prepara prepariamo preparate preparano 
guardo guardi guarda guardiamo guardate guardano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
tiro tiri tira tiriamo tirate tirano 
dò dai da diamo date danno 
so sai sa sappiamo sapete sanno 
chiamo chiami chiama chiamiamo chiamate chiamano 
vengo vieni viene veniamo venite vengono 
dò dai da diamo date danno 
divento diventi diventa diventiamo diventate diventano 
rapino rapini rapina rapiniamo rapinate rapinano 
colpo colpi colpa colpiamo colpate colpano 
dopo dopi dopa dopiamo dopate dopano 
rapino rapini rapina rapiniamo rapinate rapinano 
tavolo tavoli tavola tavoliamo tavolate tavolano 
piazzo piazzi piazza piazziamo piazzate piazzano 
ricevo ricevi riceve riceviamo ricevete ricevono 
giorno giorni giorna giorniamo giornate giornano 
sono sei è siamo siete sono 
faccio fai fa faciamo facete facciono 
parecchio parecchi parecchia parecchiamo parecchiate parecchiano 
condotto condotti condotta condottiamo condottate condottano 
sono sei è siamo siete sono 
torno torni torna torniamo tornate tornano 
sono sei è siamo siete sono 
emigro emigri emigra emigriamo emigrate emigrano 
sono sei è siamo siete sono 
testo testi testa testiamo testate testano 
cresco cresci cresce cresciamo crescete crescono 
tengo tieni tiene teniamo tenete tengono 
naso nasi nasa nasiamo nasate nasano 
barbo barbi barba barbiamo barbate barbano 
bianco bianchi bianca bianchiamo biancate biancano 
paio pari pare paiamo parete paiono 
giorno giorni giorna giorniamo giornate giornano 
incavo incavi incava incaviamo incavate incavano 
sembro sembri sembra sembriamo sembrate sembrano 
ciuffo ciuffi ciuffa ciuffiamo ciuffate ciuffano 
pelo peli pela peliamo pelate pelano 
como comi come comiamo comete comono 
sbianco sbianchi sbianca sbianchiamo sbiancate sbiancano 
completo completi completa completiamo completate completano 
azzurro azzurri azzurra azzurriamo azzurrate azzurrano 
paio pari pare paiamo parete paiono 
poggio poggi poggia poggiamo poggiate poggiano 
lucido lucidi lucida lucidiamo lucidate lucidano 
cateno cateni catena cateniamo catenate catenano 
spunto spunti spunta spuntiamo spuntate spuntano 
petto petti petta pettiamo pettate pettano 
polso polsi polsa polsiamo polsate polsano 
porto porti porta portiamo portate portano 
massiccio massicci massiccia massicciamo massicciate massicciano 
faccio fai fa faciamo facete facciono 
sbaglio sbagli sbaglia sbagliamo sbagliate sbagliano 
strano strani strana straniamo stranate stranano 
sono sei è siamo siete sono 
indico indichi indica indichiamo indicate indicano 
guardo guardi guarda guardiamo guardate guardano 
faccio fai fa faciamo facete facciono 
guardo guardi guarda guardiamo guardate guardano 
stronzo stronzi stronza stronziamo stronzate stronzano 
prendo prendi prende prendiamo prendete prendono 
stecco stecchi stecca stecchiamo steccate steccano 
comincio cominci comincia cominciamo cominciate cominciano 
dento denti denta dentiamo dentate dentano 
sono sei è siamo siete sono 
piego pieghi piega pieghiamo piegate piegano 
tavolo tavoli tavola tavoliamo tavolate tavolano 
faccio fai fa faciamo facete facciono 
disegno disegni disegna disegniamo disegnate disegnano 
precido precidi precide precidiamo precidete precidono 
sgrido sgridi sgrida sgridiamo sgridate sgridano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
gratto gratti gratta grattiamo grattate grattano 
golo goli gola goliamo golate golano 
detto detti detta dettiamo dettate dettano 
devo devi deve dobbiamo dovete debbono 
fiacco fiacchi fiacca fiacchiamo fiaccate fiaccano 
sono sei è siamo siete sono 
stato stati stata statiamo statate statano 
cazzo cazzi cazza cazziamo cazzate cazzano 
faccio fai fa faciamo facete facciono 
stronzo stronzi stronza stronziamo stronzate stronzano 
stronzo stronzi stronza stronziamo stronzate stronzano 
sto stai sta stiamo state stanno 
butto butti butta buttiamo buttate buttano 
stecco stecchi stecca stecchiamo steccate steccano 
sto stai sta stiamo state stanno 
pentire penuriare penzigliare penzolare pepare peptizzare 
como comi come comiamo comete comono 
devo devi deve dobbiamo dovete debbono 
anagrammatizzo anagrammatizzi anagrammatizza anagrammatizziamo anagrammatizzate anagrammatizzano 
devo devi deve dobbiamo dovete debbono 
stampello stampelli stampella stampelliamo stampellate stampellano 
sto stai sta stiamo state stanno 
pongo poni pone poniamo ponete pongono 
provo provi prova proviamo provate provano 
riavvolgere riazionare riazzannare riazzeccare riazzuffare ribaciare 
ascolto ascolti ascolta ascoltiamo ascoltate ascoltano 
tranquillo tranquilli tranquilla tranquilliamo tranquillate tranquillano 
sono sei è siamo siete sono 
ancoro ancori ancora ancoriamo ancorate ancorano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
cazzo cazzi cazza cazziamo cazzate cazzano 
sono sei è siamo siete sono 
so sai sa sappiamo sapete sanno 
rendo rendi rende rendiamo rendete rendono 
como comi come comiamo comete comono 
sono sei è siamo siete sono 
tranquillo tranquilli tranquilla tranquilliamo tranquillate tranquillano 
sicuro sicuri sicura sicuriamo sicurate sicurano 
infilo infili infila infiliamo infilate infilano 
cerco cerchi cerca cerchiamo cercate cercano 
rispio rispii rispia rispiamo rispiate rispiano 
ingoio ingoi ingoia ingoiamo ingoiate ingoiano 
abbasso abbassi abbassa abbassiamo abbassate abbassano 
sguardo sguardi sguarda sguardiamo sguardate sguardano 
chiamo chiami chiama chiamiamo chiamate chiamano 
sono sei è siamo siete sono 
como comi come comiamo comete comono 
dò dai da diamo date danno 
fianco fianchi fianca fianchiamo fiancate fiancano 
parlo parli parla parliamo parlate parlano 
sono sei è siamo siete sono 
capo capi capa capiamo capate capano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
arrivo arrivi arriva arriviamo arrivate arrivano 
insulto insulti insulta insultiamo insultate insultano 
caccio cacci caccia cacciamo cacciate cacciano 
parlo parli parla parliamo parlate parlano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
ricomincio ricominci ricomincia ricominciamo ricominciate ricominciano 
dento denti denta dentiamo dentate dentano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
como comi come comiamo comete comono 
stampello stampelli stampella stampelliamo stampellate stampellano 
comprendo comprendi comprende comprendiamo comprendete comprendono 
detto detti detta dettiamo dettate dettano 
alzo alzi alza alziamo alzate alzano 
spegno spegni spegna spegniamo spegnate spegnano 
— — luce — — lucono 
faccio fai fa faciamo facete facciono 
mammo mammi mamma mammiamo mammate mammano 
spengo spegni spegne spegniamo spegnete spengono 
— — luce — — lucono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
sono sei è siamo siete sono 
gi(u)oco gi(u)ochi gi(u)oca giochiamo giocate gi(u)ocano 
porto porti porta portiamo portate portano 
visto visti vista vistiamo vistate vistano 
schermo schermi scherma schermiamo schermate schermano 
parlo parli parla parliamo parlate parlano 
scontro scontri scontra scontriamo scontrate scontrano 
treno treni trena treniamo trenate trenano 
sono sei è siamo siete sono 
moro mori more moriamo morete morono 
importo importi importa importiamo importate importano 
verso versi versa versiamo versate versano 
loro lori lora loriamo lorate lorano 
parlo parli parla parliamo parlate parlano 
parlo parli parla parliamo parlate parlano 
interesso interessi interessa interessiamo interessate interessano 
sbuffo sbuffi sbuffa sbuffiamo sbuffate sbuffano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
anagrammatizzo anagrammatizzi anagrammatizza anagrammatizziamo anagrammatizzate anagrammatizzano 
falseggio falseggi falseggia falseggiamo falseggiate falseggiano 
pipisco pipisci pipisce pipiamo pipite pipiscono 
arreto arreti arreta arretiamo arretate arretano 
entro entri entra entriamo entrate entrano 
faccio fai fa faciamo facete facciono 
sono sei è siamo siete sono 
esprobro esprobri esprobra esprobriamo esprobrate esprobrano 
esco esci esce usciamo uscite escono 
sono sei è siamo siete sono 
alzo alzi alza alziamo alzate alzano 
sono sei è siamo siete sono 
appiccico appiccichi appiccica appiccichiamo appiccicate appiccicano 
pavimento pavimenti pavimenta pavimentiamo pavimentate pavimentano 
tavolo tavoli tavola tavoliamo tavolate tavolano 
sono sei è siamo siete sono 
torno torni torna torniamo tornate tornano 
tiro tiri tira tiriamo tirate tirano 
sospiro sospiri sospira sospiriamo sospirate sospirano 
ricomincio ricominci ricomincia ricominciamo ricominciate ricominciano 
autolimitare automaticizzare automatizzare automigliorare automizzare autonomizzare 
porto porti porta portiamo portate portano 
sono sei è siamo siete sono 
urlo urli urla urliamo urlate urlano 
allungo allunghi allunga allunghiamo allungate allungano 
collo colli colla colliamo collate collano 
colpo colpi colpa colpiamo colpate colpano 
buco buchi buca buchiamo bucate bucano 
pulisco pulisci pulisce puliamo pulite puliscono 
pettino pettini pettina pettiniamo pettinate pettinano 
bello belli bella belliamo bellate bellano 
quadretto quadretti quadretta quadrettiamo quadrettate quadrettano 
sorrido sorridi sorride sorridiamo sorridete sorridono 
mango mani mane maniamo manete mangono 
stringo stringi stringe stringiamo stringete stringono 
treno treni trena treniamo trenate trenano 
proseguo prosegui prosegue proseguiamo proseguite proseguono 
sosto sosti sosta sostiamo sostate sostano 
figlio figli figlia figliamo figliate figliano 
rapisco rapisci rapisce rapiamo rapite rapiscono 
faccio fai fa faciamo facete facciono 
sto stai sta stiamo state stanno 
seguo segui segue seguiamo seguite seguono 
pisto pisti pista pistiamo pistate pistano 
sento senti sente sentiamo sentite sentono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
chiamo chiami chiama chiamiamo chiamate chiamano 
oro ori ora oriamo orate orano 
appello appelli appella appelliamo appellate appellano 
registro registri registra registriamo registrate registrano 
mattino mattini mattina mattiniamo mattinate mattinano 
oro ori ora oriamo orate orano 
cazzo cazzi cazza cazziamo cazzate cazzano 
voglio vuoi vuole vogliamo volete vogliono 
detto detti detta dettiamo dettate dettano 
ringhio ringhi ringhia ringhiamo ringhiate ringhiano 
dò dai da diamo date danno 
schiaffo schiaffi schiaffa schiaffiamo schiaffate schiaffano 
sono sei è siamo siete sono 
basto basti basta bastiamo bastate bastano 
strillo strilli strilla strilliamo strillate strillano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
sono sei è siamo siete sono 
bello belli bella belliamo bellate bellano 
pieno pieni piena pieniamo pienate pienano 
libro libri libra libriamo librate librano 
occo occhi occa occhiamo occate occano 
lucido lucidi lucida lucidiamo lucidate lucidano 
stringo stringi stringe stringiamo stringete stringono 
mango mani mane maniamo manete mangono 
como comi come comiamo comete comono 
devo devi deve dobbiamo dovete debbono 
scapo scapi scapa scapiamo scapate scapano 
naso nasi nasa nasiamo nasate nasano 
detto detti detta dettiamo dettate dettano 
rivolgo rivolgi rivolge rivolgiamo rivolgete rivolgono 
figlio figli figlia figliamo figliate figliano 
imploro implori implora imploriamo implorate implorano 
educo educhi educa educhiamo educate educano 
imploro implori implora imploriamo implorate implorano 
sicuro sicuri sicura sicuriamo sicurate sicurano 
conosco conosci conosce conosciamo conoscete conoscono 
figlio figli figlia figliamo figliate figliano 
sono sei è siamo siete sono 
certo certi certa certiamo certate certano 
posso puoi può possiamo potete possono 
voglio vuoi vuole vogliamo volete vogliono 
diposito dipositi diposita dipositiamo dipositate dipositano 
porto porti porta portiamo portate portano 
riscatto riscatti riscatta riscattiamo riscattate riscattano 
sono sei è siamo siete sono 
marito mariti marita maritiamo maritate maritano 
sono sei è siamo siete sono 
posseggo possiedi possiede possediamo possedete posseggono 
riassociare riassoggettare riassoldare riassolvere riassommare riassopire 
noio noi noia noiamo noiate noiano 
minaccio minacci minaccia minacciamo minacciate minacciano 
orecchio orecchi orecchia orecchiamo orecchiate orecchiano 
prego preghi prega preghiamo pregate pregano 
supplico supplichi supplica supplichiamo supplicate supplicano 
sono sei è siamo siete sono 
occo occhi occa occhiamo occate occano 
prendo prendi prende prendiamo prendete prendono 
fiato fiati fiata fiatiamo fiatate fiatano 
faccio fai fa faciamo facete facciono 
rendo rendi rende rendiamo rendete rendono 
merito meriti merita meritiamo meritate meritano 
so sai sa sappiamo sapete sanno 
esprobro esprobri esprobra esprobriamo esprobrate esprobrano 
mammo mammi mamma mammiamo mammate mammano 
dimentico dimentichi dimentica dimentichiamo dimenticate dimenticano 
voglio vuoi vuole vogliamo volete vogliono 
faccio fai fa faciamo facete facciono 
segno segni segna segniamo segnate segnano 
taglio tagli taglia tagliamo tagliate tagliano 
vecchio vecchi vecchia vecchiamo vecchiate vecchiano 
imparo impari impara impariamo imparate imparano 
paperare papillare papineggiare pappagallare pappagalleggiare pappare 
ricomincio ricominci ricomincia ricominciamo ricominciate ricominciano 
uniformo uniformi uniforma uniformiamo uniformate uniformano 
sono sei è siamo siete sono 
infilo infili infila infiliamo infilate infilano 
